Metadata_broad_sample,ap
BRD-K64054020-001-02-7,0.19445491978386714
BRD-K64800655-001-09-0,0.9884169884169882
BRD-K64890080-001-02-1,0.9884169884169882
BRD-K66430217-001-03-8,0.6432871182871183
BRD-K66788707-001-14-3,0.9884169884169884
BRD-K67017579-001-28-1,0.40180984555984556
BRD-K67637637-003-11-8,0.26621774029668765
BRD-K67915505-001-01-2,0.9884169884169884
BRD-K68143200-001-11-7,0.9884169884169884
BRD-K68164687-001-01-6,0.9884169884169884
BRD-K68567222-001-01-2,0.9884169884169884
BRD-K68982262-001-01-4,0.570575530358139
BRD-K69122748-001-10-1,0.22063153935858953
BRD-K69877120-001-01-7,0.8753217503217503
BRD-K70358946-001-17-3,0.7973509223509223
BRD-K70463136-001-01-5,0.9884169884169884
BRD-K70586315-001-02-4,0.25401445746840484
BRD-K70778732-003-27-5,0.515394327598275
BRD-K70821460-300-02-4,0.6201630201630202
BRD-K71106091-001-09-5,0.9884169884169884
BRD-K72063794-003-01-0,0.650889264998854
BRD-K72726508-001-02-1,0.9884169884169884
BRD-K72815923-034-02-0,0.10783344602614688
BRD-K73276278-305-01-1,0.9884169884169884
BRD-K73319509-001-08-0,0.3712829951960387
BRD-K73789395-001-09-9,0.9884169884169884
BRD-K74514084-003-09-2,0.9884169884169884
BRD-K74913225-001-14-0,0.3560261154011154
BRD-K75390981-300-04-9,0.8092503217503217
BRD-K75748943-300-01-3,0.9884169884169884
BRD-K76037122-001-02-5,0.708208655083655
BRD-K76674262-001-03-3,0.9884169884169884
BRD-K76792669-001-08-1,0.27402157006512723
BRD-K76908866-001-07-6,0.9884169884169884
BRD-K77060810-001-01-5,0.15338307057057055
BRD-K77087341-001-02-4,0.29437988445341384
BRD-K77220725-003-01-5,0.9884169884169884
BRD-K77627880-001-04-0,0.9884169884169884
BRD-K78122587-300-04-3,0.9884169884169884
BRD-K78126613-001-27-7,0.9884169884169884
BRD-K78692225-001-24-5,0.9884169884169884
BRD-K80451230-051-02-6,0.4190411564081777
BRD-K80666802-003-01-0,0.9884169884169884
BRD-K80935598-001-01-1,0.9884169884169884
BRD-K80970344-201-08-6,0.9884169884169884
BRD-K81197548-003-01-4,0.9884169884169884
BRD-K81405859-300-01-4,0.9884169884169884
BRD-K81801188-001-02-8,0.9884169884169884
BRD-K82818427-001-04-8,0.9884169884169884
BRD-K83896451-001-06-7,0.5162361021736022
BRD-K84266862-001-03-2,0.3334298756173756
BRD-K84783599-001-01-0,0.15779913455029554
BRD-K86525559-001-07-8,0.9884169884169882
BRD-K86930074-001-05-0,0.9884169884169884
BRD-K87158025-003-08-7,0.6757499040393777
BRD-K87632963-001-03-0,0.9884169884169884
BRD-K87691185-001-01-2,0.2664790858404989
BRD-K87782578-001-01-4,0.9884169884169884
BRD-K89517477-001-01-4,0.9884169884169884
BRD-K90497590-001-05-9,0.9884169884169884
BRD-K90747162-001-01-4,0.9884169884169884
BRD-K91188791-001-17-5,0.9884169884169884
BRD-K91283740-003-01-6,0.9884169884169884
BRD-K91370081-001-25-1,0.9884169884169884
BRD-K91456750-001-01-9,0.24240344116988854
BRD-K91535048-001-01-2,0.9884169884169884
BRD-K91543828-001-02-0,0.3255407321196795
BRD-K91822704-003-07-2,0.22492950505062156
BRD-K91825936-001-03-9,0.9675836550836552
BRD-K92049597-001-20-8,0.967583655083655
BRD-K93632104-001-17-2,0.35572524022012514
BRD-K93779381-001-01-9,0.9884169884169884
BRD-K93788137-001-04-1,0.9884169884169884
BRD-K93942811-001-01-3,0.9884169884169884
BRD-K94342292-001-01-3,0.9884169884169884
BRD-K94863486-001-02-2,0.20029401060888735
BRD-K95785537-001-22-3,0.9884169884169884
BRD-K97010173-001-04-1,0.9884169884169884
BRD-K97072811-001-11-4,0.9884169884169884
BRD-K97091514-001-11-4,0.6456590519090519
BRD-K97181089-003-24-7,0.9884169884169884
BRD-K98357249-001-02-9,0.026694478952707393
BRD-K98763141-001-30-8,0.42899905255168413
BRD-K99616396-316-05-3,0.9884169884169884
